Transaction_ID,Client_ID,Transaction_Type,Amount,Department,Date
3251,1677,expense,59.73,Sales,2024-10-19
3252,1593,expense,1215.58,HR,2024-09-01
3253,1428,income,108.23,Sales,2024-09-30
3254,1802,income,474.64,Sales,2024-11-22
3255,1157,expense,2121.43,Marketing,2024-07-12
3256,1215,expense,1070.22,HR,2024-11-23
3257,1669,expense,1568.23,Sales,2024-09-30
3258,1461,income,209.73,Marketing,2024-08-29
3259,1133,expense,55.79,Marketing,2024-09-05
3260,1066,income,104.34,Marketing,2024-10-23
3261,1847,income,347.07,Finance,2024-07-15
3262,1006,expense,788.07,Marketing,2024-07-16
3263,1947,income,81.35,Marketing,2024-07-22
3264,1525,income,539.01,Finance,2024-10-26
3265,1072,expense,195.47,Finance,2024-10-21
3266,1398,expense,208.67,Marketing,2024-10-03
3267,1404,expense,542.23,Sales,2024-12-06
3268,1674,expense,314.62,HR,2024-07-01
3269,1577,income,835.75,Finance,2024-09-13
3270,1858,income,84.75,HR,2024-07-06
3271,1129,expense,780.2,Finance,2024-09-25
3272,1930,expense,33.2,Marketing,2024-11-14
3273,1465,expense,107.87,Finance,2024-12-27
3274,1205,income,533.77,Marketing,2024-08-31
3275,1787,expense,965.25,HR,2024-08-27
3276,1977,income,145.63,Sales,2024-10-16
3277,1767,expense,198.15,Marketing,2024-07-19
3278,1265,expense,385.14,HR,2024-10-17
3279,1536,expense,118.86,HR,2024-11-18
3280,1961,expense,833.42,Finance,2024-10-31
3281,1792,expense,742.81,Marketing,2024-12-07
3282,1252,expense,78.5,HR,2024-10-08
3283,1821,expense,311.65,Sales,2024-07-09
3284,1288,income,745.44,Finance,2024-08-18
3285,1163,expense,205.74,Finance,2024-12-12
3286,1094,income,501.34,HR,2024-07-31
3287,1781,expense,25.76,Marketing,2024-12-06
3288,1832,expense,469.13,Finance,2024-08-28
3289,1109,expense,82.82,Marketing,2024-12-30
3290,1335,income,887.7,HR,2024-11-24
3291,1821,income,219.6,HR,2024-11-07
3292,1237,expense,165.33,Marketing,2024-08-14
3293,1380,expense,919.08,Sales,2024-10-04
3294,1435,expense,25.72,Finance,2024-08-12
3295,1898,income,252.59,HR,2024-10-06
3296,1482,expense,231.02,Sales,2024-07-01
3297,1936,expense,167.6,Sales,2024-11-08
3298,1901,income,1213.82,Marketing,2024-09-29
3299,1024,income,695.01,Marketing,2024-08-13
3300,1652,expense,33.03,Marketing,2024-11-12
3301,1116,expense,627.09,Sales,2024-08-02
3302,1481,expense,374.65,Finance,2024-11-14
3303,1391,expense,1155.65,Marketing,2024-07-30
3304,1916,expense,187.67,Finance,2024-11-23
3305,1993,expense,426.85,Marketing,2024-08-25
3306,1963,income,347.33,Sales,2024-10-13
3307,1536,income,336.24,Finance,2024-07-31
3308,1078,expense,304.5,Finance,2024-12-25
3309,1579,expense,115.1,Sales,2024-09-27
3310,1172,expense,704.7,Finance,2024-07-01
3311,1955,expense,300.13,Sales,2024-10-18
3312,1011,income,1591.23,Sales,2024-09-20
3313,1799,expense,151.1,HR,2024-07-19
3314,1127,income,574.02,Marketing,2024-10-23
3315,1607,expense,1412.72,HR,2024-11-03
3316,1091,expense,544.52,Sales,2024-09-02
3317,1652,expense,1025.03,Sales,2024-08-22
3318,1542,expense,878.62,Finance,2024-07-06
3319,1845,income,223.24,Sales,2024-07-17
3320,1531,expense,458.3,Sales,2024-08-15
3321,1657,income,84.96,Sales,2024-10-26
3322,1988,expense,383.42,Marketing,2024-09-11
3323,1827,expense,130.96,HR,2024-10-09
3324,1446,expense,680.78,HR,2024-12-30
3325,1389,expense,375.45,Marketing,2024-09-29
3326,1671,income,264.86,Marketing,2024-07-06
3327,1860,expense,156.53,Marketing,2024-10-17
3328,1042,income,3322.11,HR,2024-08-09
3329,1253,expense,37.21,HR,2024-09-29
3330,1129,income,22.27,Sales,2024-09-04
3331,1059,income,122.48,HR,2024-11-14
3332,1662,expense,1771.48,Finance,2024-07-11
3333,1466,expense,1937.32,HR,2024-11-25
3334,1286,income,532.0,Marketing,2024-10-24
3335,1516,income,1060.58,HR,2024-08-12
3336,1466,expense,120.37,Sales,2024-08-27
3337,1929,income,1788.53,HR,2024-12-01
3338,1777,income,77.03,Marketing,2024-08-07
3339,1344,expense,53.31,Finance,2024-10-02
3340,1641,income,59.51,Marketing,2024-08-05
3341,1381,expense,425.64,Finance,2024-12-30
3342,1778,expense,759.28,Sales,2024-07-06
3343,1689,expense,228.38,Sales,2024-11-08
3344,1252,expense,1906.0,HR,2024-09-03
3345,1926,expense,284.95,Sales,2024-11-01
3346,1055,income,81.52,Sales,2024-10-25
3347,1462,income,313.65,Marketing,2024-07-18
3348,1456,expense,568.21,Marketing,2024-11-28
3349,1982,income,892.57,HR,2024-10-04
3350,1082,expense,306.95,HR,2024-12-04
3351,1904,expense,450.22,HR,2024-11-28
3352,1098,income,155.54,HR,2024-11-05
3353,1148,expense,519.11,Marketing,2024-08-05
3354,1328,expense,2133.35,HR,2024-09-08
3355,1155,expense,25.15,HR,2024-10-03
3356,1189,expense,1088.11,Sales,2024-11-11
3357,1493,expense,413.09,HR,2024-12-09
3358,1882,expense,145.24,Finance,2024-08-13
3359,1262,expense,1549.32,Sales,2024-08-13
3360,1079,expense,330.2,Marketing,2024-07-27
3361,1399,income,201.5,Finance,2024-10-08
3362,1763,income,100.14,HR,2024-08-21
3363,1608,expense,140.16,Sales,2024-12-17
3364,1259,income,894.43,HR,2024-07-25
3365,1771,income,476.49,Sales,2024-09-12
3366,1614,expense,1222.34,HR,2024-08-08
3367,1551,income,131.96,Finance,2024-12-14
3368,1784,expense,64.56,Marketing,2024-11-17
3369,1100,expense,3.05,Finance,2024-11-16
3370,1358,expense,354.5,Finance,2024-10-21
3371,1379,expense,3190.61,Marketing,2024-07-03
3372,1819,income,593.66,Sales,2024-10-23
3373,1220,expense,184.37,Sales,2024-07-22
3374,1819,expense,1047.21,Marketing,2024-07-04
3375,1419,expense,760.99,HR,2024-11-13
3376,1123,expense,7.77,Sales,2024-07-14
3377,1421,income,848.75,Finance,2024-07-14
3378,1230,expense,178.71,Marketing,2024-07-16
3379,1689,income,81.07,Finance,2024-12-07
3380,1062,expense,128.31,Sales,2024-09-02
3381,1484,expense,316.1,Marketing,2024-07-16
3382,1627,income,276.58,Marketing,2024-08-21
3383,1702,income,170.46,Sales,2024-07-19
3384,1573,income,94.5,Sales,2024-09-07
3385,1767,expense,718.23,Marketing,2024-11-17
3386,1482,expense,2308.1,HR,2024-10-01
3387,1518,income,752.07,Marketing,2024-07-05
3388,1154,expense,175.44,HR,2024-08-11
3389,1091,income,140.39,Finance,2024-07-17
3390,1981,expense,122.74,HR,2024-10-19
3391,1525,income,73.49,HR,2024-09-10
3392,1454,expense,400.73,Sales,2024-10-12
3393,1740,expense,464.94,Marketing,2024-10-02
3394,1597,expense,611.24,Finance,2024-07-10
3395,1644,expense,570.05,Marketing,2024-07-16
3396,1509,expense,172.89,HR,2024-11-21
3397,1182,expense,200.47,HR,2024-08-11
3398,1385,expense,572.09,HR,2024-07-03
3399,1573,expense,214.97,Marketing,2024-11-28
3400,1730,expense,119.52,HR,2024-10-29
3401,1404,income,234.47,Marketing,2024-12-03
3402,1245,expense,158.78,Finance,2024-12-20
3403,1741,income,46.23,Finance,2024-07-24
3404,1590,expense,886.39,Marketing,2024-07-19
3405,1660,expense,959.04,Finance,2024-09-13
3406,1649,expense,124.07,Sales,2024-08-09
3407,1470,income,33.48,HR,2024-08-15
3408,1825,income,671.29,HR,2024-08-09
3409,1887,expense,118.83,HR,2024-08-31
3410,1422,expense,249.97,Sales,2024-07-18
3411,1900,income,33.14,HR,2024-11-17
3412,1064,expense,128.27,Marketing,2024-11-19
3413,1012,expense,787.28,HR,2024-09-20
3414,1212,expense,815.83,Marketing,2024-10-16
3415,1985,income,116.02,Finance,2024-07-12
3416,1241,expense,204.67,Marketing,2024-10-12
3417,1492,income,72.07,Marketing,2024-12-02
3418,1212,expense,38.53,Marketing,2024-11-11
3419,1692,income,2425.01,HR,2024-09-26
3420,1337,income,532.97,Sales,2024-10-23
3421,1996,income,390.55,Sales,2024-08-02
3422,1172,income,725.15,Marketing,2024-10-26
3423,1671,expense,916.53,HR,2024-09-18
3424,1163,income,821.79,Sales,2024-12-25
3425,1464,income,8.34,Finance,2024-07-12
3426,1994,expense,103.39,Finance,2024-10-03
3427,1496,income,531.97,HR,2024-08-22
3428,1699,income,235.61,Finance,2024-07-13
3429,1394,expense,2022.28,Finance,2024-10-30
3430,1702,expense,547.42,Finance,2024-10-10
3431,1916,expense,1568.06,Sales,2024-11-08
3432,1307,expense,112.48,Finance,2024-08-27
3433,1767,expense,997.39,Marketing,2024-07-04
3434,1182,income,193.83,Marketing,2024-12-20
3435,1628,expense,2281.29,Finance,2024-09-04
3436,1793,expense,85.8,Marketing,2024-10-23
3437,1509,expense,363.19,Sales,2024-08-05
3438,1707,expense,787.14,HR,2024-07-23
3439,1545,income,283.38,Marketing,2024-07-19
3440,1563,expense,315.63,Finance,2024-08-09
3441,1623,expense,2147.22,HR,2024-09-10
3442,1763,expense,276.96,HR,2024-11-21
3443,1593,income,463.26,Finance,2024-08-27
3444,1743,income,28.04,Marketing,2024-10-15
3445,1226,income,923.25,Sales,2024-07-18
3446,1744,expense,522.3,Marketing,2024-08-05
3447,1732,income,258.77,Marketing,2024-11-29
3448,1435,income,8.15,Sales,2024-11-06
3449,1924,expense,447.84,HR,2024-07-01
3450,1421,income,6.37,Sales,2024-09-02
3451,1553,expense,0.6,Sales,2024-08-31
3452,1020,income,478.68,Finance,2024-10-18
3453,1553,expense,104.75,Finance,2024-12-11
3454,1396,expense,106.53,Marketing,2024-09-13
3455,1624,expense,529.61,Finance,2024-11-23
3456,1104,expense,27.6,Sales,2024-07-16
3457,1191,income,188.01,Sales,2024-07-17
3458,1016,income,80.93,Finance,2024-07-24
3459,1119,income,433.96,Finance,2024-10-06
3460,1392,expense,542.01,Finance,2024-11-07
3461,1424,expense,638.52,Sales,2024-11-15
3462,1128,expense,147.34,HR,2024-12-28
3463,1129,expense,46.74,HR,2024-12-26
3464,1571,income,40.98,Finance,2024-07-14
3465,1559,expense,277.69,Marketing,2024-10-20
3466,1028,expense,1457.95,Marketing,2024-09-04
3467,1096,income,122.78,HR,2024-09-20
3468,1009,expense,148.36,Finance,2024-10-01
3469,1241,income,53.17,Sales,2024-12-28
3470,1825,expense,465.16,Marketing,2024-09-10
3471,1955,expense,569.52,Marketing,2024-10-09
3472,1231,income,514.91,Sales,2024-08-18
3473,1788,expense,987.11,Sales,2024-09-28
3474,1283,income,333.18,Finance,2024-08-06
3475,1714,expense,72.2,Sales,2024-12-24
3476,1758,expense,170.83,Sales,2024-12-08
3477,1801,income,542.99,Sales,2024-11-27
3478,1775,expense,474.82,HR,2024-09-08
3479,1954,expense,378.58,Sales,2024-08-02
3480,1725,income,574.37,Marketing,2024-07-28
3481,1199,income,507.21,Finance,2024-09-26
3482,1944,expense,1065.68,Finance,2024-07-04
3483,1078,expense,440.96,Finance,2024-09-04
3484,1912,income,753.9,HR,2024-09-15
3485,1955,income,142.98,Marketing,2024-10-18
3486,1854,income,566.89,Sales,2024-08-18
3487,1855,expense,1162.39,Marketing,2024-11-05
3488,1172,income,243.66,Finance,2024-11-16
3489,1466,income,755.03,Sales,2024-08-04
3490,1580,expense,645.11,Finance,2024-12-14
3491,1415,expense,30.69,Finance,2024-11-15
3492,1939,income,435.55,Finance,2024-09-12
3493,1448,expense,69.74,Marketing,2024-09-07
3494,1086,expense,1710.48,Marketing,2024-11-28
3495,1100,income,834.08,Finance,2024-08-03
3496,1007,income,58.11,Finance,2024-11-01
3497,1844,expense,64.91,Sales,2024-10-19
3498,1199,income,451.28,Finance,2024-08-01
3499,1504,expense,211.48,Finance,2024-07-16
3500,1086,expense,17.76,Finance,2024-09-06
3501,1042,income,390.05,Finance,2024-08-23
3502,1384,income,245.38,Marketing,2024-11-01
3503,1620,expense,53.28,Finance,2024-12-03
3504,1434,expense,809.54,HR,2024-10-20
3505,1407,expense,1233.0,Finance,2024-08-29
3506,1482,expense,706.51,Marketing,2024-09-16
3507,1663,income,864.17,HR,2024-09-14
3508,1016,expense,121.99,HR,2024-08-29
3509,1644,expense,152.97,Finance,2024-09-23
3510,1147,expense,116.93,Finance,2024-10-20
3511,1276,income,724.22,Marketing,2024-09-18
3512,1231,income,1477.46,HR,2024-10-26
3513,1825,expense,630.87,HR,2024-12-19
3514,1926,expense,1066.28,Marketing,2024-07-02
3515,1365,income,509.02,Finance,2024-07-23
3516,1227,income,245.23,Sales,2024-08-15
3517,1650,expense,277.36,Sales,2024-09-11
3518,1435,expense,39.15,HR,2024-08-23
3519,1398,income,15.98,HR,2024-09-09
3520,1210,income,594.5,Finance,2024-11-02
3521,1390,income,288.51,Sales,2024-09-19
3522,1498,expense,401.72,HR,2024-07-09
3523,1539,expense,407.84,Finance,2024-09-08
3524,1562,expense,162.43,Sales,2024-12-19
3525,1490,expense,323.03,Marketing,2024-09-22
3526,1441,income,318.16,HR,2024-09-12
3527,1260,expense,245.86,Marketing,2024-09-11
3528,1772,expense,859.28,Sales,2024-07-12
3529,1349,income,299.98,Finance,2024-08-01
3530,1351,income,462.72,Finance,2024-12-09
3531,1519,expense,1129.38,Sales,2024-09-21
3532,1319,expense,1005.83,Marketing,2024-08-02
3533,1137,income,1105.56,Finance,2024-09-02
3534,1549,expense,157.36,HR,2024-08-17
3535,1622,expense,17.8,Marketing,2024-07-16
3536,1991,income,151.27,Marketing,2024-12-25
3537,1367,income,163.36,HR,2024-10-22
3538,1219,income,1200.43,Sales,2024-11-28
3539,1336,expense,523.83,Finance,2024-07-26
3540,1222,income,42.62,Marketing,2024-08-23
3541,1647,income,72.73,Finance,2024-12-19
3542,1767,expense,84.61,Finance,2024-08-06
3543,1359,expense,497.7,Marketing,2024-07-09
3544,1920,income,664.79,Sales,2024-07-13
3545,1328,expense,981.79,Marketing,2024-08-29
3546,1961,expense,1412.04,Sales,2024-10-14
3547,1462,expense,112.64,HR,2024-11-03
3548,1945,expense,185.37,Sales,2024-09-18
3549,1962,income,137.43,Sales,2024-11-05
3550,1560,expense,222.18,Marketing,2024-11-07
3551,1803,expense,1230.59,Finance,2024-08-29
3552,1381,expense,427.97,Finance,2024-10-23
3553,1835,expense,670.07,Sales,2024-08-12
3554,1589,expense,336.79,Sales,2024-11-24
3555,1616,income,14.64,Marketing,2024-11-01
3556,1168,expense,33.17,Sales,2024-11-16
3557,1216,expense,386.01,Marketing,2024-08-16
3558,1377,expense,634.33,HR,2024-09-01
3559,1118,income,121.25,Sales,2024-11-12
3560,1189,expense,639.9,HR,2024-10-02
3561,1766,expense,832.12,Sales,2024-10-31
3562,1369,income,265.43,Sales,2024-07-31
3563,1777,expense,686.04,HR,2024-08-24
3564,1148,expense,258.78,HR,2024-11-30
3565,1675,expense,567.15,Marketing,2024-07-30
3566,1651,expense,721.96,Marketing,2024-08-05
3567,1858,expense,2409.59,HR,2024-08-19
3568,1487,income,211.86,Sales,2024-11-19
3569,1769,expense,264.7,Marketing,2024-07-29
3570,1373,expense,90.53,Sales,2024-12-02
3571,1780,expense,114.12,Finance,2024-10-25
3572,1692,expense,591.1,Marketing,2024-12-25
3573,1159,expense,1244.73,Marketing,2024-08-05
3574,1350,income,250.94,Marketing,2024-12-09
3575,1911,expense,99.13,Finance,2024-07-21
3576,1287,income,167.81,HR,2024-08-07
3577,1287,income,303.53,Sales,2024-09-13
3578,1891,income,171.7,Finance,2024-12-25
3579,1225,expense,133.01,HR,2024-11-03
3580,1522,income,665.87,Marketing,2024-08-06
3581,1521,income,3.94,HR,2024-10-28
3582,1782,income,387.43,HR,2024-11-24
3583,1272,income,789.37,HR,2024-10-26
3584,1935,expense,154.78,Sales,2024-07-01
3585,1401,expense,462.28,HR,2024-12-15
3586,1182,income,552.67,HR,2024-08-24
3587,1968,expense,532.14,HR,2024-12-01
3588,1664,expense,295.16,HR,2024-12-18
3589,1487,expense,212.77,Finance,2024-08-28
3590,1826,income,903.71,Finance,2024-08-20
3591,1845,expense,710.33,HR,2024-10-15
3592,1123,income,193.76,HR,2024-11-20
3593,1984,income,54.36,HR,2024-07-08
3594,1625,income,37.26,Marketing,2024-10-02
3595,1789,expense,49.51,HR,2024-11-19
3596,1413,income,437.18,HR,2024-10-05
3597,1979,income,26.52,Finance,2024-07-07
3598,1724,income,205.44,Finance,2024-07-18
3599,1171,expense,699.59,Finance,2024-07-12
3600,1287,expense,174.32,Sales,2024-07-02
3601,1434,income,720.5,Marketing,2024-12-25
3602,1685,expense,684.16,HR,2024-10-01
3603,1112,expense,141.07,Finance,2024-11-26
3604,1887,expense,652.49,Sales,2024-07-07
3605,1916,income,688.72,HR,2024-07-12
3606,1994,expense,253.3,HR,2024-09-22
3607,1121,income,118.13,Finance,2024-08-26
3608,1543,expense,368.31,HR,2024-09-16
3609,1221,income,1271.68,HR,2024-09-12
3610,1630,income,510.29,HR,2024-07-23
3611,1038,income,94.93,Finance,2024-07-30
3612,1496,expense,574.04,Sales,2024-10-19
3613,1779,income,278.61,HR,2024-08-27
3614,1232,expense,447.67,Sales,2024-10-03
3615,1942,income,662.25,HR,2024-08-21
3616,1529,expense,361.75,Finance,2024-08-25
3617,1148,expense,840.96,Sales,2024-07-10
3618,1396,expense,640.35,Finance,2024-11-24
3619,1660,expense,477.35,Marketing,2024-11-24
3620,1637,expense,81.73,HR,2024-10-16
3621,1903,income,903.79,Marketing,2024-09-25
3622,1301,expense,1373.7,Marketing,2024-12-19
3623,1359,income,73.65,Marketing,2024-09-22
3624,1237,expense,334.95,HR,2024-07-04
3625,1646,expense,149.8,Finance,2024-10-05
3626,1662,income,702.28,Marketing,2024-10-20
3627,1235,income,639.4,Sales,2024-11-18
3628,1735,expense,75.93,HR,2024-09-05
3629,1202,expense,1047.9,Finance,2024-11-17
3630,1255,expense,99.82,Finance,2024-10-01
3631,1597,expense,797.91,Marketing,2024-12-30
3632,1661,expense,305.3,HR,2024-10-03
3633,1234,expense,198.95,Marketing,2024-08-10
3634,1344,income,86.13,Sales,2024-12-11
3635,1533,income,91.73,Finance,2024-07-02
3636,1859,expense,542.19,Finance,2024-07-22
3637,1796,expense,399.73,HR,2024-11-27
3638,1780,expense,65.1,Finance,2024-08-10
3639,1465,expense,59.78,HR,2024-10-03
3640,1769,income,37.53,Marketing,2024-10-24
3641,1540,expense,680.83,Sales,2024-10-28
3642,1212,income,622.19,HR,2024-07-14
3643,1462,income,30.1,Marketing,2024-10-01
3644,1435,expense,410.8,Sales,2024-08-04
3645,1282,income,44.24,Finance,2024-12-25
3646,1561,expense,1170.38,Sales,2024-07-09
3647,1606,expense,1188.21,Sales,2024-10-26
3648,1462,expense,599.05,Sales,2024-10-04
3649,1406,income,1303.12,Finance,2024-08-28
3650,1087,income,834.2,HR,2024-08-25
3651,1043,income,881.7,HR,2024-07-10
3652,1460,expense,421.65,Sales,2024-07-25
3653,1277,expense,182.68,Marketing,2024-12-20
3654,1682,expense,122.82,Marketing,2024-07-11
3655,1420,income,198.15,Sales,2024-10-09
3656,1700,expense,495.1,Sales,2024-07-09
3657,1352,income,94.77,Marketing,2024-11-12
3658,1695,income,149.63,Sales,2024-09-09
3659,1514,expense,315.61,Sales,2024-12-09
3660,1702,expense,132.67,HR,2024-09-21
3661,1629,income,444.15,HR,2024-07-20
3662,1018,income,1283.12,Sales,2024-10-22
3663,1022,expense,689.34,Sales,2024-09-27
3664,1412,income,548.95,Finance,2024-07-05
3665,1029,income,437.0,HR,2024-10-20
3666,1806,expense,334.66,Sales,2024-08-24
3667,1107,expense,103.24,Finance,2024-09-27
3668,1366,expense,1125.52,Finance,2024-07-15
3669,1280,expense,142.87,Finance,2024-12-23
3670,1127,expense,47.88,Finance,2024-07-04
3671,1228,income,693.18,HR,2024-09-16
3672,1110,expense,96.56,Finance,2024-10-28
3673,1135,expense,232.52,HR,2024-10-21
3674,1361,income,14.35,Finance,2024-07-21
3675,1185,expense,73.71,Finance,2024-11-14
3676,1655,income,95.1,Marketing,2024-09-04
3677,1583,income,27.97,HR,2024-10-15
3678,1128,income,534.51,Marketing,2024-12-10
3679,1875,expense,907.03,Marketing,2024-10-20
3680,1260,expense,233.66,Finance,2024-10-25
3681,1514,expense,1038.03,HR,2024-12-26
3682,1448,expense,119.98,Sales,2024-11-05
3683,1899,income,196.81,Finance,2024-10-10
3684,1103,income,81.69,HR,2024-09-16
3685,1482,income,484.53,Marketing,2024-08-06
3686,1223,income,272.25,HR,2024-07-06
3687,1831,income,475.03,Finance,2024-09-20
3688,1873,expense,717.06,HR,2024-09-24
3689,1865,expense,394.5,Marketing,2024-09-20
3690,1490,expense,493.93,HR,2024-08-20
3691,1472,income,1368.61,HR,2024-09-04
3692,1009,expense,177.67,Marketing,2024-10-04
3693,1404,income,222.49,Finance,2024-11-22
3694,1895,income,632.4,Sales,2024-09-03
3695,1301,expense,472.48,Marketing,2024-07-09
3696,1230,expense,98.33,Marketing,2024-11-18
3697,1730,income,235.92,Finance,2024-10-09
3698,1922,expense,315.4,Finance,2024-12-05
3699,1065,income,271.84,HR,2024-07-31
3700,1936,expense,98.17,Marketing,2024-11-28
3701,1111,expense,1291.35,HR,2024-09-01
3702,1012,expense,718.41,HR,2024-12-03
3703,1392,income,328.27,Finance,2024-08-28
3704,1499,income,569.81,Finance,2024-07-10
3705,1931,expense,1137.89,HR,2024-09-27
3706,1597,expense,73.19,Marketing,2024-11-01
3707,1233,income,144.09,Marketing,2024-10-08
3708,1601,expense,391.21,HR,2024-09-28
3709,1313,expense,802.25,Sales,2024-07-26
3710,1565,expense,18.46,Sales,2024-09-15
3711,1011,expense,2068.15,Finance,2024-07-17
3712,1208,expense,303.4,Marketing,2024-12-15
3713,1973,expense,222.54,HR,2024-09-06
3714,1013,expense,173.17,HR,2024-07-23
3715,1632,income,95.8,Marketing,2024-12-10
3716,1417,income,784.09,Finance,2024-07-09
3717,1436,income,1555.17,Finance,2024-08-14
3718,1376,expense,266.91,Sales,2024-12-12
3719,1019,income,1522.68,Marketing,2024-11-24
3720,1586,expense,868.06,Marketing,2024-09-13
3721,1911,income,327.97,HR,2024-07-27
3722,1754,income,560.47,Marketing,2024-11-18
3723,1734,expense,285.45,Sales,2024-11-17
3724,1069,income,409.04,Marketing,2024-07-09
3725,1823,income,29.9,HR,2024-09-30
3726,1210,income,595.8,Sales,2024-09-15
3727,1100,expense,27.14,HR,2024-09-22
3728,1697,expense,849.37,Marketing,2024-09-15
3729,1131,expense,871.33,Finance,2024-12-02
3730,1622,expense,135.3,Marketing,2024-07-29
3731,1380,expense,195.53,Marketing,2024-11-27
3732,1131,income,328.22,HR,2024-09-11
3733,1019,income,453.99,Finance,2024-09-26
3734,1905,expense,169.39,Marketing,2024-10-14
3735,1535,income,448.84,Sales,2024-11-24
3736,1226,income,176.76,Sales,2024-08-07
3737,1153,expense,28.54,HR,2024-10-03
3738,1804,expense,1.27,HR,2024-08-08
3739,1741,income,53.32,Finance,2024-11-20
3740,1468,income,785.71,HR,2024-08-23
3741,1821,expense,1627.66,Finance,2024-12-07
3742,1999,expense,278.41,Marketing,2024-10-18
3743,1870,expense,359.42,Sales,2024-10-20
3744,1404,expense,79.41,Sales,2024-12-21
3745,1201,expense,400.4,Sales,2024-08-21
3746,1037,expense,78.13,HR,2024-12-09
3747,1941,expense,472.36,HR,2024-08-04
3748,1771,income,1353.47,Marketing,2024-08-06
3749,1187,expense,108.89,HR,2024-09-16
3750,1056,income,723.16,Finance,2024-08-30
3751,1940,income,11.89,Sales,2024-10-19
3752,1019,expense,235.4,Marketing,2024-10-22
3753,1272,expense,58.69,Finance,2024-12-24
3754,1118,expense,217.3,Finance,2024-07-09
3755,1582,income,95.3,HR,2024-07-19
3756,1515,expense,233.65,HR,2024-10-29
3757,1220,expense,270.23,Sales,2024-10-13
3758,1525,expense,178.76,Marketing,2024-12-03
3759,1514,income,534.46,Finance,2024-09-18
3760,1727,income,1255.74,HR,2024-07-26
3761,1740,expense,255.91,HR,2024-12-13
3762,1335,income,106.81,Marketing,2024-08-09
3763,1697,expense,157.85,Marketing,2024-07-25
3764,1054,expense,962.08,HR,2024-10-07
3765,1499,income,423.9,HR,2024-10-26
3766,1899,income,303.49,Sales,2024-09-07
3767,1887,income,81.05,Marketing,2024-09-09
3768,1765,expense,298.67,Finance,2024-11-28
3769,1535,income,163.21,HR,2024-09-27
3770,1161,expense,1433.79,HR,2024-09-03
3771,1669,expense,1077.38,HR,2024-11-27
3772,1593,expense,43.82,HR,2024-09-02
3773,1914,income,363.51,Sales,2024-08-27
3774,1158,income,127.48,Marketing,2024-12-03
3775,1187,expense,264.48,HR,2024-10-20
3776,1059,expense,1047.17,Marketing,2024-10-31
3777,1914,expense,374.87,Finance,2024-10-05
3778,1816,income,203.39,Finance,2024-10-14
3779,1318,income,116.53,Finance,2024-07-04
3780,1877,expense,805.53,Finance,2024-11-06
3781,1210,income,489.77,Marketing,2024-07-26
3782,1405,expense,315.62,Finance,2024-08-02
3783,1663,expense,122.62,Finance,2024-07-27
3784,1108,income,203.42,HR,2024-08-11
3785,1075,expense,1607.48,HR,2024-09-09
3786,1541,expense,367.08,HR,2024-09-02
3787,1313,income,256.0,Sales,2024-07-25
3788,1997,expense,368.47,HR,2024-09-10
3789,1116,income,754.77,Finance,2024-10-13
3790,1926,income,207.84,Marketing,2024-11-09
3791,1867,income,98.44,Finance,2024-07-12
3792,1703,expense,439.66,Marketing,2024-08-27
3793,1018,expense,547.12,Finance,2024-10-03
3794,1431,expense,623.65,Sales,2024-11-16
3795,1684,income,1068.48,HR,2024-10-09
3796,1739,expense,231.95,Finance,2024-10-16
3797,1349,income,39.17,HR,2024-08-28
3798,1182,expense,1589.21,Sales,2024-10-25
3799,1112,expense,285.48,Sales,2024-12-11
3800,1182,income,488.1,HR,2024-10-17
3801,1480,income,548.76,HR,2024-07-22
3802,1145,expense,395.4,Marketing,2024-09-03
3803,1830,income,114.87,HR,2024-08-19
3804,1627,expense,703.54,HR,2024-07-04
3805,1112,income,814.19,Marketing,2024-12-27
3806,1762,income,402.57,Finance,2024-10-10
3807,1475,expense,335.26,Marketing,2024-08-12
3808,1762,expense,60.48,Finance,2024-10-13
3809,1302,expense,43.84,Finance,2024-12-21
3810,1970,income,207.43,Finance,2024-07-04
3811,1824,income,186.15,Marketing,2024-11-18
3812,1117,income,1535.84,Marketing,2024-12-13
3813,1812,expense,765.37,Sales,2024-12-20
3814,1160,expense,539.29,Finance,2024-11-30
3815,1400,expense,364.54,Marketing,2024-09-05
3816,1197,expense,91.58,Sales,2024-08-24
3817,1259,income,1918.84,Finance,2024-10-04
3818,1659,expense,235.03,Marketing,2024-12-14
3819,1751,expense,56.54,Marketing,2024-09-03
3820,1046,expense,340.41,Marketing,2024-09-13
3821,1986,income,1035.73,HR,2024-11-07
3822,1398,income,1091.47,Sales,2024-10-28
3823,1709,expense,5.51,Marketing,2024-09-24
3824,1558,income,1087.08,HR,2024-08-31
3825,1077,income,158.37,Sales,2024-12-21
3826,1123,income,19.88,Sales,2024-10-20
3827,1074,expense,941.25,HR,2024-12-06
3828,1870,income,997.06,Sales,2024-12-10
3829,1136,income,453.46,HR,2024-11-03
3830,1601,income,427.17,Finance,2024-12-20
3831,1399,expense,838.65,Marketing,2024-09-15
3832,1836,expense,771.61,HR,2024-12-29
3833,1504,expense,1104.12,Sales,2024-10-30
3834,1499,expense,402.32,Sales,2024-12-04
3835,1572,expense,1715.53,Finance,2024-07-08
3836,1137,income,2779.43,Finance,2024-08-23
3837,1049,income,61.96,Finance,2024-11-12
3838,1770,income,947.04,Finance,2024-09-21
3839,1972,income,346.4,Finance,2024-10-11
